areacity,latitude,longitude,year,month,day,temperature_2m,climateCondition,holidays
AMBATO,-1.2491,-78.6167,2021,3,22,11.85,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,3,23,14.17,Nublado,0
AMBATO,-1.2491,-78.6167,2021,3,24,13.96,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,3,25,13.81,Nublado,0
AMBATO,-1.2491,-78.6167,2021,3,26,13.61,Nublado,0
AMBATO,-1.2491,-78.6167,2021,3,27,13.94,Nublado,0
AMBATO,-1.2491,-78.6167,2021,3,28,13.63,Nublado,0
AMBATO,-1.2491,-78.6167,2021,3,29,11.55,Nublado,0
AMBATO,-1.2491,-78.6167,2021,3,30,12.1,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,3,31,12.17,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,1,13.66,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,2,14.74,Nublado,1
AMBATO,-1.2491,-78.6167,2021,4,3,11.97,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,4,12.98,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,5,13.57,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,6,13.21,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,7,12.56,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,8,14.06,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,9,14.59,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,10,14.39,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,11,12.08,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,12,12.28,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,13,13.62,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,14,12.87,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,15,11.36,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,16,11.86,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,17,13.07,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,18,13.95,Soleado,0
AMBATO,-1.2491,-78.6167,2021,4,19,12.79,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,20,13.73,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,21,13.87,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,22,13.53,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,23,14.17,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,24,14.15,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,25,13.9,Soleado,0
AMBATO,-1.2491,-78.6167,2021,4,26,11.54,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,27,12.67,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,28,11.61,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,4,29,12.66,Nublado,0
AMBATO,-1.2491,-78.6167,2021,4,30,10.66,Lluvioso,1
AMBATO,-1.2491,-78.6167,2021,5,1,12.62,Lluvioso,1
AMBATO,-1.2491,-78.6167,2021,5,2,13.8,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,3,11.54,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,4,13.24,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,5,13.74,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,6,13.91,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,7,13.13,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,8,11.36,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,9,11.4,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,10,12.11,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,11,12.48,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,12,12.56,Soleado,0
AMBATO,-1.2491,-78.6167,2021,5,13,13.2,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,14,12.77,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,15,12.46,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,16,11.88,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,17,13.04,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,18,10.51,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,19,12.28,Soleado,0
AMBATO,-1.2491,-78.6167,2021,5,20,14.04,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,21,14.51,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,22,13.02,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,5,23,11.68,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,24,12.58,Nublado,1
AMBATO,-1.2491,-78.6167,2021,5,25,11.66,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,26,12.44,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,27,13.89,Nublado,0
AMBATO,-1.2491,-78.6167,2021,5,28,13.49,Soleado,0
AMBATO,-1.2491,-78.6167,2021,5,29,13.77,Soleado,0
AMBATO,-1.2491,-78.6167,2021,5,30,14.2,Soleado,0
AMBATO,-1.2491,-78.6167,2021,5,31,13.58,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,1,14.53,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,2,14.51,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,3,13.61,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,4,13.46,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,5,13.3,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,6,11.5,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,7,10.41,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,8,12.02,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,9,13.12,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,10,13.91,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,11,13.84,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,12,13.66,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,13,11.64,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,14,12.91,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,15,11.22,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,16,12.95,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,17,12.4,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,18,10.75,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,19,10.27,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,20,10.09,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,21,9.08,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,22,11.33,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,23,12.65,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,24,12.96,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,6,25,12.7,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,26,12.84,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,27,12.51,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,28,12.78,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,29,12.46,Nublado,0
AMBATO,-1.2491,-78.6167,2021,6,30,9.8,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,1,10.67,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,2,11.58,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,3,11.87,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,4,11.62,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,5,11.03,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,6,11.04,Soleado,0
AMBATO,-1.2491,-78.6167,2021,7,7,12.26,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,8,12.03,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,9,12.69,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,10,12.48,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,11,12.3,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,12,11.56,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,13,12.73,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,14,13.1,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,15,13.33,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,16,13.26,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,17,11.43,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,18,10.71,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,19,10.03,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,20,10.08,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,21,10.73,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,22,9.9,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,23,11.16,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,24,12.77,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,25,11.18,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,26,12.28,Soleado,0
AMBATO,-1.2491,-78.6167,2021,7,27,12.69,Soleado,0
AMBATO,-1.2491,-78.6167,2021,7,28,13.28,Nublado,0
AMBATO,-1.2491,-78.6167,2021,7,29,12.42,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,30,10.76,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,7,31,12.23,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,1,11.41,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,8,2,9.13,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,8,3,10.42,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,8,4,10.33,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,5,11.09,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,6,12.16,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,7,12.76,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,8,13.16,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,9,13.39,Nublado,1
AMBATO,-1.2491,-78.6167,2021,8,10,11.36,Nublado,1
AMBATO,-1.2491,-78.6167,2021,8,11,10.71,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,8,12,11.38,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,13,12.53,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,14,12.88,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,15,12.83,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,16,11.78,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,17,13.5,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,18,12.33,Soleado,0
AMBATO,-1.2491,-78.6167,2021,8,19,12.75,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,20,13.43,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,21,12.99,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,22,11.97,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,8,23,13.85,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,24,14.03,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,25,12.67,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,26,12.06,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,27,12.43,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,28,12.21,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,29,12.3,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,30,10.14,Nublado,0
AMBATO,-1.2491,-78.6167,2021,8,31,12.79,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,1,12.79,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,2,12.74,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,3,12.89,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,4,13.46,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,5,12.89,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,6,10.85,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,9,7,13.23,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,9,8,12.96,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,9,13.86,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,10,13.4,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,11,10.97,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,9,12,12.68,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,9,13,11.44,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,14,12.63,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,15,11.58,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,16,11.11,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,17,10.91,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,18,12.39,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,19,12.97,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,20,13.0,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,21,11.61,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,22,11.26,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,23,10.88,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,24,11.29,Soleado,0
AMBATO,-1.2491,-78.6167,2021,9,25,10.25,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,26,12.05,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,27,12.9,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,28,13.16,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,29,12.4,Nublado,0
AMBATO,-1.2491,-78.6167,2021,9,30,12.03,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,10,1,13.36,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,2,13.61,Soleado,0
AMBATO,-1.2491,-78.6167,2021,10,3,14.13,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,4,13.1,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,5,13.13,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,6,13.74,Soleado,0
AMBATO,-1.2491,-78.6167,2021,10,7,12.95,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,10,8,13.67,Nublado,1
AMBATO,-1.2491,-78.6167,2021,10,9,14.04,Nublado,1
AMBATO,-1.2491,-78.6167,2021,10,10,13.72,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,11,13.8,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,12,11.48,Soleado,0
AMBATO,-1.2491,-78.6167,2021,10,13,15.19,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,14,14.75,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,15,14.39,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,16,13.43,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,17,13.6,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,18,13.59,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,19,13.58,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,20,13.61,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,21,14.17,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,22,14.26,Soleado,0
AMBATO,-1.2491,-78.6167,2021,10,23,14.89,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,10,24,15.19,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,10,25,14.25,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,26,12.42,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,10,27,13.99,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,28,13.29,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,29,13.32,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,30,13.31,Nublado,0
AMBATO,-1.2491,-78.6167,2021,10,31,13.93,Soleado,0
AMBATO,-1.2491,-78.6167,2021,11,1,14.09,Nublado,1
AMBATO,-1.2491,-78.6167,2021,11,2,14.7,Soleado,1
AMBATO,-1.2491,-78.6167,2021,11,3,14.66,Nublado,1
AMBATO,-1.2491,-78.6167,2021,11,4,14.81,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,11,5,13.89,Nublado,1
AMBATO,-1.2491,-78.6167,2021,11,6,13.9,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,11,7,13.61,Soleado,0
AMBATO,-1.2491,-78.6167,2021,11,8,13.89,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,9,14.48,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,10,14.83,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,11,11,13.78,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,12,13.79,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,13,14.46,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,14,14.19,Soleado,0
AMBATO,-1.2491,-78.6167,2021,11,15,14.58,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,16,15.37,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,17,15.11,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,18,15.25,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,19,13.9,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,11,20,13.38,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,21,13.13,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,22,13.61,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,23,13.75,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,24,12.97,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,11,25,13.1,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,11,26,13.36,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,27,13.75,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,28,14.72,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,29,12.93,Nublado,0
AMBATO,-1.2491,-78.6167,2021,11,30,11.8,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,1,13.81,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,2,14.28,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,3,14.32,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,4,13.49,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,5,14.35,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,6,12.61,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,7,13.44,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,8,14.92,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,9,14.83,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,10,15.29,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,11,15.27,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,12,14.94,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,13,14.35,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,14,12.76,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,15,14.68,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,16,12.6,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,17,12.23,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,18,12.32,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,19,13.85,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,20,14.31,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,21,15.91,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,22,15.42,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,23,14.65,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,24,14.44,Nublado,1
AMBATO,-1.2491,-78.6167,2021,12,25,14.52,Nublado,1
AMBATO,-1.2491,-78.6167,2021,12,26,14.71,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,27,15.04,Lluvioso,0
AMBATO,-1.2491,-78.6167,2021,12,28,14.88,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,29,13.86,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,30,14.8,Nublado,0
AMBATO,-1.2491,-78.6167,2021,12,31,15.62,Nublado,1
AMBATO,-1.2491,-78.6167,2022,1,1,15.12,Nublado,1
AMBATO,-1.2491,-78.6167,2022,1,2,15.56,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,3,14.96,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,4,13.59,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,5,14.28,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,6,13.48,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,7,13.69,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,8,13.19,Soleado,0
AMBATO,-1.2491,-78.6167,2022,1,9,13.75,Soleado,0
AMBATO,-1.2491,-78.6167,2022,1,10,13.58,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,11,14.41,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,12,14.36,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,13,14.19,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,14,13.66,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,15,11.16,Soleado,0
AMBATO,-1.2491,-78.6167,2022,1,16,12.74,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,17,13.41,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,18,13.73,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,19,12.35,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,20,13.23,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,21,14.06,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,22,14.66,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,23,15.41,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,24,15.04,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,25,14.18,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,26,13.84,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,27,14.52,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,28,13.99,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,1,29,14.75,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,30,14.08,Nublado,0
AMBATO,-1.2491,-78.6167,2022,1,31,13.21,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,1,12.31,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,2,12.82,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,3,14.59,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,4,14.78,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,5,15.39,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,6,13.47,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,7,12.28,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,8,11.51,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,9,13.26,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,10,14.48,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,11,14.9,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,12,14.27,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,13,13.26,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,2,14,15.0,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,15,14.1,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,16,14.18,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,17,14.28,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,18,14.53,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,19,15.37,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,20,14.84,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,21,14.36,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,22,13.29,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,23,14.56,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,24,13.14,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,25,12.55,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,26,11.95,Nublado,0
AMBATO,-1.2491,-78.6167,2022,2,27,11.5,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,2,28,13.7,Nublado,1
AMBATO,-1.2491,-78.6167,2022,3,1,12.97,Nublado,1
AMBATO,-1.2491,-78.6167,2022,3,2,12.41,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,3,12.82,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,4,13.45,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,5,14.35,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,6,14.1,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,7,14.41,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,8,13.99,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,9,13.62,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,10,14.83,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,11,14.6,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,12,13.89,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,13,13.4,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,14,12.62,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,15,13.15,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,16,14.28,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,17,12.03,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,18,13.68,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,19,12.06,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,20,12.07,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,21,11.08,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,22,14.31,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,23,14.09,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,24,13.57,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,25,14.76,Soleado,0
AMBATO,-1.2491,-78.6167,2022,3,26,13.4,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,27,13.53,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,28,13.23,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,29,12.9,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,3,30,14.25,Nublado,0
AMBATO,-1.2491,-78.6167,2022,3,31,14.11,Nublado,0
AMBATO,-1.2491,-78.6167,2022,4,1,13.33,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,4,2,11.58,Lluvioso,0
AMBATO,-1.2491,-78.6167,2022,4,3,13.73,Soleado,0
AMBATO,-1.2491,-78.6167,2022,4,4,13.5,Nublado,0
AMBATO,-1.2491,-78.6167,2022,4,5,13.35,Nublado,0
AMBATO,-1.2491,-78.6167,2022,4,6,13.47,Soleado,0
AMBATO,-1.2491,-78.6167,2022,4,7,13.98,Nublado,0
AMBATO,-1.2491,-78.6167,2022,4,8,14.53,Nublado,0
